,name,rating,types,reviews,salary,jobs,interviews,Locations
297,Suzlon Group,4.0,Power,3k,7.8k,16,182,Pune +144 other locations
298,ACC,3.9,Building Material,2.9k,9.1k,13,237,Mumbai +274 other locations
299,Fujitsu,3.8,IT Services & Consulting,2.9k,17.7k,112,214,Pune +41 other locations
300,Eternal Limited,3.6,Internet,2.9k,14.7k,9,363,Gurugram +218 other locations
301,Indus Towers,3.6,Telecom,2.9k,9.3k,32,228,Gurugram +241 other locations
302,VVDN Technologies,3.6,IT Services & Consulting,2.9k,13.9k,7,262,Gurugram +49 other locations
303,Shoppers Stop,4.0,Retail,2.9k,6.9k,33,146,Mumbai +85 other locations
304,Nokia,4.0,Telecom,2.9k,17k,211,327,Bengaluru +165 other locations
305,IKS Health,3.6,Healthcare,2.9k,11.5k,27,269,Mumbai +31 other locations
306,Tata Electronics,3.9,Semiconductors,2.9k,12.1k,143,280,Hosur +56 other locations
307,Zepto,3.5,Internet,2.9k,9.9k,39,469,Bengaluru +107 other locations
308,Yazaki,3.9,Auto Components,2.9k,9.1k,1,191,Pune +94 other locations
309,Apollo Tyres,4.0,Auto Components,2.9k,10k,8,155,Chennai +178 other locations
310,Fiserv,2.8,FinTech,2.8k,17.7k,29,197,Pune +33 other locations
311,Shree Cement,3.8,Building Material,2.8k,10k,14,227,Beawar +258 other locations
312,Britannia,4.0,FMCG,2.8k,8.3k,21,238,Pune +306 other locations
313,Landmark Group,3.8,Retail,2.8k,9.5k,6,177,Bengaluru +175 other locations
314,Dalmia Bharat Cement,3.9,Building Material,2.8k,5.3k,1,204,Guwahati +255 other locations
315,UnitedHealth,4.0,Healthcare,2.8k,14k,--,84,Hyderabad +18 other locations
316,SRF,4.1,Chemicals,2.8k,9k,11,210,Bharuch +67 other locations
317,Blue Dart Express Ltd,3.9,Logistics,2.8k,6.8k,2,132,Mumbai +278 other locations
318,Kansai Nerolac Paints,3.8,Chemicals,2.8k,7.9k,69,196,Mumbai +258 other locations
319,Nestlé,3.7,FMCG,2.8k,10k,35,288,Gurugram +281 other locations
320,Exide Industries,3.4,Auto Components,2.7k,8.7k,54,218,Kolkata +199 other locations
321,Shell,3.9,Oil & Gas,2.7k,14.2k,88,237,Bengaluru +91 other locations
322,ZS,3.1,Management Consulting,2.7k,21.3k,138,528,Pune +17 other locations
323,Exl India,3.5,Logistics,2.7k,16.6k,1,132,New Delhi +45 other locations
324,Star Health & Allied Insurance,3.5,Insurance,2.7k,10.3k,31,157,Chennai +334 other locations
325,Flex,3.9,Electronics Manufacturing,2.7k,15.7k,55,214,Chennai +46 other locations
326,KPMG Global Services,3.4,Management Consulting,2.7k,24.2k,33,265,Bengaluru +38 other locations
327,Micro Labs,3.6,Pharma,2.7k,9.9k,21,153,Bengaluru +153 other locations
328,Whitehat jr,3.3,EdTech,2.7k,9.1k,--,265,Mumbai +48 other locations
329,TVS Supply Chain Solutions,3.8,Logistics,2.7k,8.5k,14,162,Chennai +154 other locations
330,ElasticRun,3.6,Logistics,2.7k,6.3k,2,276,Pune +389 other locations
331,Capita,3.5,BPO,2.7k,12.7k,42,168,Pune +32 other locations
332,Physicswallah,3.6,EdTech,2.7k,8.7k,313,291,Noida +136 other locations
333,KFintech,3.4,Financial Services,2.7k,11.3k,6,178,Hyderabad +113 other locations
334,G4S,4.0,Law Enforcement & Security,2.6k,5.1k,747,134,Gurugram +164 other locations
335,Foxconn,3.8,Electronics Manufacturing,2.6k,11.3k,25,238,Chennai +64 other locations
336,Ajanta Pharma,3.9,Pharma,2.6k,8.9k,37,169,Mumbai +117 other locations
337,Voltas,4.0,Consumer Electronics & Appliances,2.6k,8.7k,22,177,Mumbai +202 other locations
338,Blue Star,4.1,Consumer Electronics & Appliances,2.6k,9.9k,105,200,Mumbai +147 other locations
339,Care Health Insurance,3.5,Insurance,2.6k,8.8k,47,164,Gurugram +250 other locations
340,Sonalika Tractors,3.5,Automobile,2.6k,9.1k,20,176,Hoshiarpur +195 other locations
341,Movate,3.1,IT Services & Consulting,2.6k,15.2k,120,297,Chennai +38 other locations
342,Gallagher,3.6,Insurance,2.6k,14.6k,139,275,Bengaluru +29 other locations
343,BlackBuck,3.7,Internet,2.6k,6.4k,30,216,Bengaluru +362 other locations
344,Photon Interactive,4.0,IT Services & Consulting,2.6k,7.5k,680,138,Chennai +19 other locations
345,NoBroker,3.0,Internet,2.6k,10.9k,376,286,Bengaluru +46 other locations
346,Tata Advanced Systems,3.7,Defence & Aerospace,2.6k,13k,--,189,Bengaluru +57 other locations
347,DBS Bank,3.7,Banking,2.6k,13.3k,24,200,Hyderabad +179 other locations
348,ACT Fibernet,3.8,Telecom,2.6k,7.8k,144,161,Hyderabad +57 other locations
349,Domino's Pizza,3.9,Hospitality,2.6k,4.2k,--,131,New Delhi +251 other locations
350,Adani Power,3.7,Power,2.6k,10.1k,--,320,Mundra +129 other locations
351,Fortis Healthcare,4.0,Healthcare,2.6k,7.7k,866,194,New Delhi +69 other locations
352,Foundever,3.4,BPO,2.6k,8.9k,55,182,Hyderabad +21 other locations
353,Himalaya Wellness,3.9,Pharma,2.6k,6k,29,151,Bengaluru +243 other locations
354,BT Group,3.8,Telecom,2.5k,11.8k,3,231,Gurugram +25 other locations
355,IntouchCX,2.7,BPO,2.5k,10.2k,218,241,Hyderabad +22 other locations
356,Sahrudaya Healthcare (Medicover Hospitals),4.4,Healthcare,2.5k,3.6k,35,146,Hyderabad +46 other locations
357,Laurus Labs,4.3,Pharma,2.5k,7.3k,5,157,Visakhapatnam +34 other locations
358,Alldigi Tech,3.9,BPO,2.5k,7.6k,26,235,Chennai +36 other locations
359,Sterlite Technologies,3.8,Hardware & Networking,2.5k,10.1k,122,186,Chhatrapati Sambhajinagar +100 other locations
360,Sterlite Technologies,3.8,Hardware & Networking,2.5k,10.1k,122,186,Chhatrapati Sambhajinagar +100 other locations
361,JCB,3.9,Industrial Machinery,2.5k,9.8k,11,171,Pune +111 other locations
362,Northern Trust Operating Services,3.6,Financial Services,2.5k,17.6k,113,244,Bengaluru +27 other locations
363,Tractors and Farm Equipment,3.9,Industrial Machinery,2.5k,8.3k,42,136,Chennai +191 other locations
364,Bajaj Electricals,4.0,Consumer Electronics & Appliances,2.5k,7.4k,24,153,Mumbai +233 other locations
365,Sammaan Capital Limited,3.7,NBFC,2.5k,5.8k,14,114,Gurugram +199 other locations
366,Parle Agro,3.9,Beverage,2.5k,6.7k,1,149,Mumbai +259 other locations
367,Planet Spark,3.8,EdTech,2.5k,3.7k,64,595,Gurugram +59 other locations
368,ICICI Securities,3.9,Financial Services,2.4k,9.7k,7,198,Mumbai +151 other locations
369,Biocon Limited,4.0,Biotechnology,2.4k,11.6k,18,189,Bengaluru +65 other locations
370,CorroHealth Infotech,3.6,Analytics & KPO,2.4k,7.7k,62,284,Hyderabad +38 other locations
371,McDonald's,3.9,Hospitality,2.4k,5.1k,--,158,New Delhi +151 other locations
372,Emcure Pharmaceuticals,3.7,Pharma,2.4k,8.5k,51,131,Pune +119 other locations
373,Adani Group,3.8,Power,2.4k,11.1k,881,299,Ahmedabad +196 other locations
374,Hero FinCorp,3.9,NBFC,2.4k,5.8k,31,124,New Delhi +395 other locations
375,Paras Hospital,4.1,Healthcare,2.4k,3.2k,35,99,Patna +60 other locations
376,Intellect Design Arena,3.6,Software Product,2.4k,13.7k,16,182,Chennai +40 other locations
377,Datamatics Global Services,3.3,IT Services & Consulting,2.4k,11.7k,84,184,Mumbai +37 other locations
378,Mahindra Holidays & Resorts,3.5,Hospitality,2.4k,5.9k,51,131,Mumbai +113 other locations
379,Patanjali Ayurved,3.9,FMCG,2.4k,5.7k,--,137,Haridwar +296 other locations
380,Mahindra Rural Housing Finance,4.0,NBFC,2.4k,4.8k,16,104,Mumbai +469 other locations
381,Statestreet HCL Services,3.4,BPO,2.4k,13.2k,--,220,Chennai +18 other locations
382,TaskUs,3.0,BPO,2.4k,9.6k,215,229,Indore +36 other locations
383,Cadila Pharmaceuticals,3.2,Pharma,2.4k,8.1k,77,159,Ahmedabad +134 other locations
384,Syngene International,3.8,Clinical Research,2.4k,12.7k,5,191,Bengaluru +22 other locations
385,3i Infotech,3.4,IT Services & Consulting,2.4k,10.7k,71,168,Mumbai +131 other locations
386,Taj Hotels Resorts and Palaces,4.2,Hospitality,2.4k,4.9k,359,163,Mumbai +110 other locations
387,Aditya Birla Group,4.1,Metals & Mining,2.4k,10.1k,2,244,Mumbai +271 other locations
388,Capgemini Engineering,3.3,IT Services & Consulting,2.4k,13.9k,--,401,Bengaluru +28 other locations
389,Axis Direct,3.6,Financial Services,2.4k,4.6k,44,88,Mumbai +270 other locations
390,Cholamandalam MS General Insurance,3.7,Insurance,2.4k,5.9k,--,115,Chennai +392 other locations
391,Info Edge,3.9,Internet,2.4k,11.3k,361,381,Noida +70 other locations
392,Bureau Veritas,3.8,Other,2.4k,8.3k,47,145,Mumbai +150 other locations
393,Delhi Public School,3.7,Education & Training,2.4k,5.3k,145,160,New Delhi +278 other locations
394,RMSI,3.5,IT Services & Consulting,2.3k,8.9k,5,195,Hyderabad +24 other locations
395,KocharTech,3.6,IT Services & Consulting,2.3k,3.8k,28,83,Kolkata +25 other locations
396,Cybage,3.8,IT Services & Consulting,2.3k,17.2k,23,213,Pune +15 other locations
397,Aavas Financiers,3.9,NBFC,2.3k,5.7k,65,122,Jaipur +294 other locations
398,GAO Tek,4.4,Electrical Equipment,2.3k,264,--,614,New York +44 other locations
399,Xoriant,4.0,IT Services & Consulting,2.3k,11.6k,30,235,Pune +23 other locations
400,Straive,3.3,IT Services & Consulting,2.3k,10.5k,55,224,Chennai +32 other locations
401,Sopra Steria,3.9,IT Services & Consulting,2.3k,14.2k,77,184,Noida +19 other locations
402,Kia India,3.9,Automobile,2.3k,8.2k,83,180,Anantapur +190 other locations
403,Akums Drugs & Pharmaceuticals Limited,4.2,Pharma,2.3k,6.3k,15,333,Haridwar +40 other locations
404,Newgen Software Technologies,4.1,IT Services & Consulting,2.3k,11.7k,54,206,Noida +32 other locations
405,Lodha,4.2,Real Estate,2.3k,8.8k,221,175,Mumbai +29 other locations
406,Apollo Pharmacy,3.7,Pharma,2.3k,6.9k,1k,190,Hyderabad +288 other locations
407,Lifestyle,4.2,Retail,2.3k,6.7k,29,84,Bengaluru +129 other locations
408,GVK Emergency Management and Research Institute,3.6,Non-Profit,2.3k,4.6k,69,119,Lucknow +214 other locations
409,Eureka Forbes,3.6,Consumer Electronics & Appliances,2.3k,5.6k,10,92,Mumbai +185 other locations
410,Sobha,3.8,Real Estate,2.3k,8.3k,--,165,Bengaluru +39 other locations
411,TCE,3.8,Engineering & Construction,2.3k,9.7k,57,297,Mumbai +132 other locations
412,SBI Securities,3.6,Financial Services,2.3k,6.7k,61,189,Mumbai +319 other locations
413,Bharat Petroleum,4.2,Oil & Gas,2.3k,7.4k,--,189,Mumbai +262 other locations
414,Team Computers,3.6,IT Services & Consulting,2.3k,8.6k,173,201,New Delhi +106 other locations
415,Unacademy,2.9,EdTech,2.3k,10.2k,39,239,Bengaluru +73 other locations
416,Radisson Hotels,4.0,Hospitality,2.2k,5.1k,418,105,New Delhi +129 other locations
417,Endurance Technologies Limited,4.0,Auto Components,2.2k,7.8k,29,138,Chhatrapati Sambhajinagar +51 other locations
418,Myntra,3.8,Internet,2.2k,10.7k,9,352,Bengaluru +101 other locations
419,Panasonic Life Solutions India,3.9,Consumer Electronics & Appliances,2.2k,6.8k,13,98,Haridwar +168 other locations
420,Star Union Dai-ichi Life Insurance,3.8,Insurance,2.2k,5.3k,16,138,Mumbai +324 other locations
421,Daikin Airconditioning India Pvt. Ltd.,4.1,Consumer Electronics & Appliances,2.2k,7.9k,5,214,Neemrana +108 other locations
422,AWL Agri Business,4.1,FMCG,2.2k,6.9k,12,137,Ahmedabad +203 other locations
423,BNP Paribas,3.7,Banking,2.2k,18.8k,25,217,Mumbai +27 other locations
424,Bharti AXA Life Insurance,3.6,Insurance,2.2k,5.3k,74,154,Mumbai +244 other locations
425,Cisco,4.1,Hardware & Networking,2.2k,18.9k,209,414,Bengaluru +46 other locations
426,SBI General Insurance,3.6,Insurance,2.2k,6.6k,37,134,Mumbai +293 other locations
427,Lava International,3.9,Consumer Electronics & Appliances,2.2k,4.3k,5,87,Noida +222 other locations
428,Renault Nissan Technology & Business Centre India,3.7,Automobile,2.2k,14.9k,22,157,Chennai +21 other locations
429,Whirlpool,4.0,Consumer Electronics & Appliances,2.2k,7.8k,7,119,Pune +171 other locations
430,Coromandel International,4.1,Agro Chemicals,2.2k,7.7k,26,127,Visakhapatnam +185 other locations
431,Allstate,3.7,Insurance,2.2k,12.3k,18,156,Pune +17 other locations
432,GlaxoSmithKline Pharmaceuticals,4.0,Pharma,2.2k,5.8k,31,127,Bengaluru +215 other locations
433,ValueLabs,3.5,IT Services & Consulting,2.2k,16.2k,71,217,Hyderabad +20 other locations
434,Indian Railways,4.1,Railways,2.2k,3.5k,--,115,Kolkata +250 other locations
435,Sify Technologies,3.6,IT Services & Consulting,2.2k,10k,54,148,Chennai +134 other locations
436,Ambuja Cements,3.8,Building Material,2.2k,6.1k,--,164,Mumbai +259 other locations
437,Shahi Exports,3.9,Fashion & Textile,2.2k,6.9k,64,126,Bengaluru +71 other locations
438,Meesho,3.7,Internet,2.2k,9.6k,54,432,Bengaluru +131 other locations
439,Nokia Networks,4.1,Hardware & Networking,2.2k,10.4k,--,128,Chennai +86 other locations
440,Mercedes-Benz Research and Development India,3.6,IT Services & Consulting,2.1k,18.1k,125,209,Bengaluru +52 other locations
441,Bank of Baroda,3.5,Banking,2.1k,7k,--,120,Mumbai +299 other locations
442,Microsoft Corporation,3.8,Software Product,2.1k,30.7k,--,625,Bengaluru +46 other locations
443,Brakes India,3.9,Auto Components,2.1k,7.2k,37,109,Chennai +99 other locations
444,Life Insurance Corporation of India,4.4,Insurance,2.1k,4.5k,4,105,Mumbai +474 other locations
445,Generali Central Life Insurance,3.5,Insurance,2.1k,6.7k,25,121,Mumbai +205 other locations
446,JK Tyre,3.8,Auto Components,2.1k,6.9k,6,166,Chennai +148 other locations
447,Spark Minda,3.8,Auto Components,2.1k,7.3k,13,161,Pune +75 other locations
448,Poonawalla Fincorp,3.5,NBFC,2.1k,5.9k,16,86,Pune +262 other locations
449,upGrad,3.4,EdTech,2.1k,9.3k,50,217,Bengaluru +51 other locations
450,Cargill,3.9,Food Processing,2.1k,8.6k,168,113,Bengaluru +122 other locations
451,Saint-Gobain,3.8,Building Material,2.1k,11.9k,147,210,Mumbai +104 other locations
452,CAMS,3.6,Financial Services,2.1k,8.9k,21,150,Chennai +109 other locations
453,Henry Harvin Education,3.8,EdTech,2.1k,936,55,106,Noida +34 other locations
454,Jio Platforms,3.4,IT Services & Consulting,2.1k,14.6k,--,269,Mumbai +105 other locations
455,FirstCry,3.5,Retail,2.1k,8.8k,15,215,Pune +212 other locations
456,Manipal Hospitals,4.1,Healthcare,2.1k,7.1k,98,139,Bengaluru +66 other locations
457,BHEL,4.2,Electrical Equipment,2.1k,5.4k,53,137,Bengaluru +130 other locations
458,Power Mech Projects,3.8,Engineering & Construction,2.1k,6.7k,27,124,Hyderabad +152 other locations
459,Kotak Securities,3.5,Financial Services,2.1k,9.5k,37,147,Mumbai +142 other locations
460,Pfizer,3.9,Pharma,2.1k,5.9k,49,88,Visakhapatnam +133 other locations
461,Nuvoco Vistas,4.1,Building Material,2.1k,7.1k,23,134,Kolkata +201 other locations
462,NTT DATA Business Solutions,4.1,IT Services & Consulting,2.1k,12.9k,38,275,Bengaluru +32 other locations
463,Huawei Technologies,4.1,Telecom,2.1k,7.9k,34,121,Bengaluru +104 other locations
464,Force Motors,3.7,Automobile,2.1k,8.3k,28,145,Pune +106 other locations
465,Simplex Infrastructures,3.4,Engineering & Construction,2.1k,4.4k,--,83,Kolkata +138 other locations
466,Infinite Computer Solutions,3.3,IT Services & Consulting,2.1k,15.5k,38,174,Bengaluru +36 other locations
467,"Maruti Suzuki India Limited, Hansalpur",4.2,Automobile,2.1k,6.8k,--,231,Ahmedabad +107 other locations
468,CitiusTech,3.1,IT Services & Consulting,2.1k,14.6k,11,318,Mumbai +17 other locations
469,Reliance Trends,4.1,Retail,2.1k,4.1k,--,125,Bengaluru +395 other locations
470,Raymond Lifestyle Limited,4.2,Fashion & Textile,2.1k,6.3k,19,116,Mumbai +150 other locations
471,ITC Hotels,4.1,Hospitality,2.1k,5.3k,--,105,Bengaluru +94 other locations
472,IndusInd General Insurance,3.6,Insurance,2.1k,7.2k,7,100,Mumbai +195 other locations
473,Biological E,4.2,Pharma,2k,7.1k,22,145,Hyderabad +73 other locations
474,Ola Cabs,3.3,Internet,2k,8.9k,7,154,Bengaluru +112 other locations
475,Delphi TVS,3.8,Auto Components,2k,5.6k,--,102,Chennai +61 other locations
476,Morgan Stanley,3.6,Financial Services,2k,27.2k,4,341,Mumbai +19 other locations
477,Renault-Nissan,4.1,Automobile,2k,7.5k,--,127,Chennai +85 other locations
478,Extramarks Education,3.3,EdTech,2k,7.4k,4,176,Noida +111 other locations
479,SGS,3.8,Engineering & Construction,2k,6.5k,121,129,Mumbai +146 other locations
480,EPAM Systems,3.7,IT Services & Consulting,2k,23.4k,45,643,Hyderabad +36 other locations
481,K12 Techno Services,3.7,EdTech,2k,5.3k,372,429,Bengaluru +43 other locations
482,YASH Technologies,3.7,IT Services & Consulting,2k,16.3k,419,172,Hyderabad +31 other locations
483,Aditya Birla Health Insurance Co,3.7,Insurance,2k,7.3k,2,127,Mumbai +255 other locations
484,Senco Gold,4.4,Jewellery,2k,1.5k,--,634,Kolkata +81 other locations
485,Novartis,4.1,Pharma,2k,10.3k,87,169,Hyderabad +75 other locations
486,IDBI Bank,3.3,Banking,2k,6.3k,--,86,Mumbai +336 other locations
487,Narayana Health,4.0,Healthcare,2k,6.1k,94,96,Bengaluru +63 other locations
488,HSBC Electronic Data Processing,4.0,IT Services & Consulting,2k,8.6k,--,91,Bengaluru +19 other locations
489,SAP,4.1,Software Product,2k,18k,--,320,Bengaluru +53 other locations
490,Ninjacart,3.8,Internet,2k,5.1k,25,104,Bengaluru +113 other locations
491,State Street Syntel,3.7,Financial Services,2k,6.7k,--,80,Pune +21 other locations
492,Shadowfax Technologies,3.5,Logistics,2k,7.6k,36,168,Bengaluru +245 other locations
493,Trent,3.9,Retail,2k,4.9k,25,109,Mumbai +149 other locations
494,AECOM,4.2,Engineering & Construction,2k,7.1k,204,153,Gurugram +123 other locations
495,Schindler,3.9,Industrial Machinery,2k,6.2k,70,123,Pune +90 other locations
496,L&T Energy Hydrocarbon,3.8,Engineering & Construction,2k,8.4k,--,118,Vadodara +88 other locations
497,Honeywell Automation,3.8,Industrial Automation,2k,12.3k,--,137,Pune +78 other locations
498,R.R. Donnelley,3.6,Marketing & Advertising,2k,10.2k,14,129,Chennai +26 other locations
499,Haier Appliances India,4.0,Consumer Electronics & Appliances,2k,7.1k,38,165,Pune +164 other locations
500,Paisabazaar.com,3.4,Internet,1.9k,7k,62,169,Gurugram +35 other locations
501,NCR Voyix,3.4,IT Services & Consulting,1.9k,9.5k,33,143,Hyderabad +89 other locations
502,Motherson Automotive Technologies and Engineering,3.7,Auto Components,1.9k,7.6k,29,159,Chennai +66 other locations
503,V-Guard Industries,4.3,Consumer Electronics & Appliances,1.9k,4.6k,24,119,Kochi +170 other locations
504,Dr Lal PathLabs,4.2,Healthcare,1.9k,4.6k,93,185,New Delhi +200 other locations
505,Microland,3.5,IT Services & Consulting,1.9k,10.7k,494,146,Bengaluru +46 other locations
506,Philips,3.8,Medical Equipment,1.9k,11.1k,168,178,Bengaluru +97 other locations
507,CMS Infosystems,3.5,Software Product,1.9k,4.8k,7,82,Mumbai +222 other locations
508,Uflex,3.8,Packaging,1.9k,6.8k,60,129,Noida +46 other locations
509,Globiva,3.0,BPO,1.9k,5.3k,186,139,Gurugram +30 other locations
510,Crisil,3.5,Analytics & KPO,1.9k,13.5k,728,215,Mumbai +80 other locations
511,Spinny,3.6,Internet,1.9k,7.6k,44,211,Gurugram +62 other locations
512,Gabriel India Limited,4.1,Auto Components,1.9k,5.9k,3,132,Pune +52 other locations
513,CNH (Case New Holland),3.7,Industrial Machinery,1.9k,6.1k,30,140,Gurugram +137 other locations
514,Parle Products,3.9,FMCG,1.9k,3.6k,20,124,Mumbai +248 other locations
515,Adecco Group,3.8,Recruitment,1.9k,7.3k,--,119,Bengaluru +181 other locations
516,Aye Finance,4.1,NBFC,1.9k,3.5k,68,100,Gurugram +372 other locations
517,HTC Global Services,3.4,IT Services & Consulting,1.9k,13.3k,2,167,Chennai +32 other locations
518,Aadhar Housing Finance,4.0,NBFC,1.9k,4.9k,12,119,Mumbai +328 other locations
519,Angel One,3.6,FinTech,1.9k,7.7k,41,170,Mumbai +133 other locations
520,DHL Supply Chain,4.2,Logistics,1.9k,6.1k,75,125,Mumbai +100 other locations
521,G R Infraprojects,4.1,Engineering & Construction,1.9k,5.4k,26,166,Gurugram +158 other locations
522,Lucas-TVS,3.9,Auto Components,1.9k,6.1k,16,94,Chennai +78 other locations
523,Google,4.4,Software Product,1.9k,34.5k,472,1k,Bengaluru +86 other locations
524,Tekwissen,4.9,IT Services & Consulting,1.9k,593,54,341,Visakhapatnam +5 other locations
525,Thomson Reuters,3.7,Software Product,1.9k,10.8k,116,140,Bengaluru +27 other locations
526,TELUS Digital,3.5,IT Services & Consulting,1.9k,10.1k,27,143,Noida +27 other locations
527,NTPC,4.2,Power,1.9k,4.3k,--,189,New Delhi +124 other locations
528,Infinx,3.7,Software Product,1.9k,5.5k,37,208,Hyderabad +35 other locations
529,Tata Power,3.9,Power,1.9k,7.4k,8,220,Mumbai +153 other locations
530,Iris Software,3.8,IT Services & Consulting,1.9k,8k,506,206,Noida +23 other locations
531,Safexpress,3.9,Logistics,1.9k,5.8k,4,129,New Delhi +158 other locations
